en_key,lang_key,ref,type,co2,classification,attribute,variety
onion,cipolla,cipolla,vegan,0.449,conventional,fresh,
red onion,cipolla rossa,cipolla rossa,vegan,0.449,conventional,fresh,
scallion,scalogno,scalogno,vegan,0.449,conventional,fresh,
shallot,scalogno,scalogno,vegan,0.449,conventional,fresh,
spring onion,cipollotto,cipollotto,vegan,0.449,conventional,fresh,
blood orange,arancia rossa,arancia rossa,vegan,0.307,conventional,fresh,
kumquat,kumquat,kumquat,vegan,0.307,conventional,fresh,
orange,arancia,arancia,vegan,0.307,conventional,fresh,fresh
orange peel,buccia d'arancia,buccia d'arancia,vegan,0.307,conventional,fresh,
palm fruit,frutto da Palma,frutto da Palma,vegan,0.932,conventional,fresh,Malaysia
palm fruit,frutto da Palma,frutto da Palma,vegan,0.35,conventional,fresh,Rest of World
palm kernel oil,olio di palmisti,olio di palmisti,vegan,2.95,conventional,fresh,crude
palm oil,olio di palma,olio di palma,vegan,2.4,conventional,fresh,crude
palm oil,olio di palma,olio di palma,vegan,2.67,conventional,fresh,refined
papaya,papaia,papaia,vegan,0.267,conventional,fresh,
Paris market carrot,carota del mercato di Parigi,carota del mercato di Parigi,vegan,0.192,conventional,fresh,
nectarine,nettarina,nettarina,vegan,0.591,conventional,fresh,
peach,pesca,pesca,vegan,0.591,conventional,fresh,
peanut,arachidi,arachidi,vegan,1.53,conventional,fresh,
pear,pera,pera,vegan,0.606,conventional,fresh,
pineapple,ananas,ananas,vegan,0.196,conventional,fresh,
potato,patata,patata,vegan,0.328,conventional,fresh,
russet potato,patata Russet,patata Russet,vegan,0.328,conventional,fresh,
potato starch,fecola di patate,fecola di patate,vegan,0.68,conventional,fresh,
potato,patata,patata,vegan,0.233,organic,fresh,
russet potato,patata Russet,patata Russet,vegan,0.233,organic,fresh,
potato,patata,patata,vegan,0.0888,Swiss integrated production,fresh,
russet potato,patata Russet,patata Russet,vegan,0.0888,Swiss integrated production,fresh,
baby peas,piselli,piselli,vegan,0.403,conventional,fresh,
chickpea,ceci,ceci,vegan,0.403,conventional,fresh,
peas,piselli,piselli,vegan,0.403,conventional,fresh,
split peas,piselli spezzati,piselli spezzati,vegan,0.403,conventional,fresh,
sugar snap peas,piselli dolci,piselli dolci,vegan,0.403,conventional,fresh,
peas,piselli,piselli,vegan,0.744,organic,fresh,
split peas,piselli spezzati,piselli spezzati,vegan,0.744,organic,fresh,
sugar snap peas,piselli dolci,piselli dolci,vegan,0.744,organic,fresh,
peas,piselli,piselli,vegan,0.444,Swiss integrated production,fresh,
split peas,piselli spezzati,piselli spezzati,vegan,0.444,Swiss integrated production,fresh,
sugar snap peas,pisello dolce,pisello dolce,vegan,0.444,Swiss integrated production,fresh,
horseradish,rafano,rafano,vegan,7.88,conventional,fresh,
radish,ravanello,ravanello,vegan,7.88,conventional,fresh,
white radish,ravanello bianco,ravanello bianco,vegan,7.88,conventional,fresh,
rape oil,olio di colza,olio di colza,vegan,1.66,conventional,fresh,Switzerland
rape oil,olio di colza,olio di colza,vegan,1.8,conventional,fresh,Rest of World
red meat,carne rossa,carne rossa,meat,14.3,conventional,fresh,
basmati rice,riso basmati,riso basmati,vegan,1.63,conventional,fresh,
brown rice,riso integrale,riso integrale,vegan,1.63,conventional,fresh,
rice,riso,riso,vegan,1.63,conventional,fresh,
wild rice,riso selvatico,riso selvatico,vegan,1.63,conventional,fresh,
risotto,risotto,risotto,vagan,1.63,conventional,fresh,
rye,segale,segale,vegan,0.718,conventional,fresh,
rye,segale,segale,vegan,0.362,organic,fresh,
rye,segale,segale,vegan,0.33,Swiss integrated production,fresh,
lamb,agnello,agnello,meat,8.78,conventional,fresh,
skimmed milk,latte scremato,latte scremato,vegetarian,1.25,conventional,fresh,
soybeans,soia,soia,vegan,3.76,conventional,fresh,
soybean drink,bevanda di soia,bevanda di soia,vegan,0.333,conventional,fresh,
soybean oil,olio di soia,olio di soia,vegan,5.98,conventional,fresh,crude
soybean oil,olio di soia,olio di soia,vegan,6.42,conventional,fresh,refined
soybeans,soia,soia,vegan,0.774,organic,fresh,
soybeans,soia,soia,vegan,0.884,Swiss integrated production,fresh,
baby spinach,spinaci piccoli,spinaci piccoli,vegan,0.197,conventional,fresh,
new zealand spinach,spinaci della Nuova Zelanda,spinaci della Nuova Zelanda,vegan,0.197,conventional,fresh,
spinach,spinaci,spinaci,vegan,0.197,conventional,fresh,
blackcurrant,ribes nero,ribes nero,vegan,0.632,conventional,fresh,
boysenberry,boysenberry,boysenberry,vegan,0.632,conventional,fresh,
cloudberry,camemori,camemori,vegan,0.632,conventional,fresh,
cranberry,mirtilli rossi,mirtilli rossi,vegan,0.632,conventional,fresh,
currant,ribes,ribes,vegan,0.632,conventional,fresh,
elderberry,bacca di sambuco,bacca di sambuco,vegan,0.632,conventional,fresh,
goji berry,bacca di goji,bacca di goji,vegan,0.632,conventional,fresh,
jostaberry,josta,josta,vegan,0.632,conventional,fresh,
juniper berry,bacca di ginepro,bacca di ginepro,vegan,0.632,conventional,fresh,
marionberry,more,more,vegan,0.632,conventional,fresh,
miracle fruit,frutto miracoloso,frutto miracoloso,vegan,0.632,conventional,fresh,
mulberry,gelso,gelso,vegan,0.632,conventional,fresh,
pineberry,pineberry,pineberry,vegan,0.632,conventional,fresh,
redcurrant,ribes rosso,ribes rosso,vegan,0.632,conventional,fresh,
salal berry,bacca salata,bacca salata,vegan,0.632,conventional,fresh,
salmonberry,lamponi,lamponi,vegan,0.632,conventional,fresh,
strawberry,fragole,fragole,vegan,0.632,conventional,fresh,
wheat,grano,grano,vegan,0.632,conventional,fresh,
white currant,ribes bianchi,ribes bianchi,vegan,0.632,conventional,fresh,
granulated sugar,zucchero granulare,zucchero granulare,vegan,0.568,conventional,fresh,sugar beet
sugar,zucchero,zucchero,vegan,0.568,conventional,fresh,sugar beet
brown sugar,zucchero di canna,zucchero di canna,vegan,1.13,conventional,fresh,sugarcane
granulated sugar,zucchero granulare,zucchero granulare,vegan,1.1872999999999998,conventional,fresh,sugarcane
sunflower seeds,semi di girasole,semi di girasole,vegan,1.42,conventional,fresh,
sunflower seeds,semi di girasole,semi di girasole,vegan,0.668,Swiss integrated production,fresh,
sweetcorn,mais dolce,mais dolce,vegan,0.284,conventional,fresh,
sweet sorghum grain,chicco di sorgo dolce,chicco di sorgo dolce,vegan,0.283,conventional,fresh,
sweet sorghum stem,gambo di sorgo dolce,gambo di sorgo dolce,vegan,0.0327,conventional,fresh,
pork,maiale,maiale,meat,8.21,conventional,fresh,
ice,ghiaccio,ghiaccio,vegan,0.000176,conventional,fresh,
tap water,acqua,acqua,vegan,0.000176,conventional,fresh,
water,acqua,acqua,vegan,0.000176,conventional,fresh,
tilapia,tilapia,tilapia,meat,5.54,conventional,fresh,
tofu,tofu,tofu,vegan,1.13,conventional,fresh,
tomato,pomodoro,pomodoro,vegan,0.505,conventional,fresh,
trout,trota,trota,meat,1.93,conventional,fresh,
vanilla,vaniglia,vaniglia,vegan,13.4,conventional,fresh,
whey,siero,siero,vegetarian,0.161,conventional,fresh,
white asparagus,asparago bianco,asparago bianco,vegan,1.03,conventional,fresh,
yogurt,yogurt,yogurt,vegetarian,2.2,conventional,fresh,
zucchini,zucchine,zucchine,vegan,0.286,conventional,fresh,
salt and pepper,sale e pepe,sale e pepe,vegan,2.949,conventional,fresh,
oil,olio,olio,vegan,2.4,conventional,fresh,
capers,capperi,capperi,vegan,0.5,conventional,glass,
worcester,Worcester,Worcester,,,,,
raisin,Uvetta,Uvetta,,0.449,,,
shortening,Grasso,Grasso,,1.7,,,
condensed milk,latte condensato,latte condensato,,,,,
maple syrup,sciroppo d'acero,sciroppo d'acero,,,,,
molasses,melassa,melassa,,,,,
mushroom soup,zuppa di funghi,zuppa di funghi,,,,,
salsa,salsa,salsa,,,,,
vodka,Vodka,Vodka,vegan,2.07,conventional,fresh,
hot sauce,salsa piccante,salsa piccante,,,,,
sherry,Sherry,Sherry,vegan,2.07,conventional,fresh,
gin,Gin,Gin,vegan,2.07,conventional,fresh,
turkey,tacchino,tacchino,,,,,
baking mix,mix cottura,mix cottura,,,,,
marshmallow,marshmallow,marshmallow,,,,,
rhubarb,rabarbaro,rabarbaro,,,,,
food coloring,colorante alimentare,colorante alimentare,,,,,
tahini,tahini,tahini,,,,,
bourbon,Bourbon,Bourbon,vegan,2.07,conventional,fresh,
beet,barbabietola,barbabietola,,,,,
hoisin,hoisin,hoisin,,,,,
mirin,mirino,mirino,,,,,
oyster sauce,salsa di ostriche,salsa di ostriche,,,,,
vegetables,verdure,verdure,vegan,0.5,conventional,fresh,
club soda,club soda,club soda,,,,,
tomatillos,tomatillos,tomatillos,,,,,
tequila,Tequila,Tequila,vegan,2.07,conventional,fresh,
syrup,sciroppo,sciroppo,,,,,
chinese five spice powder,cinese cinque spezie in polvere,cinese cinque spezie in polvere,,,,,
sriracha,Sriracha,Sriracha,,,,,
vermouth,vermut,vermut,vegan,2.07,conventional,fresh,
bean sprouts,germogli di fagiolo,germogli di fagiolo,,,,,
sauerkraut,crauti,crauti,,,,,
teriyaki,salsa teriyaki,salsa teriyaki,,,,,
marinara,Salsa marinara,Salsa marinara,,,,,
prosciutto,prosciutto,prosciutto,,,,,
salad dressing,condimento per insalata,condimento per insalata,,,,,
pesto,pesto,pesto,,,,,
lard,lardo,lardo,,,,,
angostura bitters,bitter Angostura,bitter Angostura,,,,,
xanthan gum,gomma di xantano,gomma di xantano,,,,,
sake,sake,sake,,,,,
pie shell,pie shell,pie shell,,,,,
turnip,rapa,rapa,,,,,
triple sec,triple sec,triple sec,vegan,2.07,conventional,fresh,
ranch dressing,ranch dressing,ranch dressing,,,,,
pomegranate seeds,Semi di melograno,Semi di melograno,,,,,
tomatoes sauce,salsa di pomodoro,salsa di pomodoro,,,,,
cooking oil,olio da cucina,olio da cucina,,,,,
cracker,cracker,cracker,,,,,
pie crust,crostata,crostata,,,,,
creole,condimento creola,condimento creola,,,,,
grenadine,Granatina,Granatina,,,,,
crescent rolls,mezzaluna rotoli,mezzaluna rotoli,,,,,
amaretto,amaretto,amaretto,vegan,2.07,conventional,fresh,
jicama,jicama,jicama,,,,,
pomegranate juice,succo di melograno,succo di melograno,,,,,
parsnip,pastinaca,pastinaca,,,,,
biscuit dough,biscotto pasta,biscotto pasta,,,,,
alfredo sauce,Salsa Alfredo,Salsa Alfredo,,,,,
grenadine syrup,sciroppo di granatina,sciroppo di granatina,,,,,
baby greens,verdi del bambino,verdi del bambino,,,,,
miso,miso,miso,,,,,
allspice,pimento,pimento,,,,,
nuts,noccioline,noccioline,,2.0,,,
caramel,caramello,caramello,,,,,
tabasco,Tabasco,Tabasco,,,,,
matzo meal,pasto matzo,pasto matzo,,,,,
stevia,stevia,stevia,,,,,
pizza dough,impasto per pizza,impasto per pizza,,,,,
monosodium glutamate,glutammato monosodico,glutammato monosodico,,,,,
enchilada sauce,salsa enchilada,salsa enchilada,,,,,
poblano chile,poblano Cile,poblano Cile,,,,,
phyllo dough,fillo,fillo,,,,,
polenta,polenta,polenta,,,,,
tapioca,tapioca,tapioca,,,,,
muffins,muffin,muffin,,,,,
spicy sauce,salsa piccante,salsa piccante,,,,,
buffalo wing sauce,salsa di ala bufala,salsa di ala bufala,,,,,
coleslaw,insalata di cavolo,insalata di cavolo,,,,,
fruit cocktail,cocktail di frutta,cocktail di frutta,,,,,
kimchi,kimchi,kimchi,,,,,
tamarind,tamarindo,tamarindo,,,,,
cointreau,Cointreau,Cointreau,,,,,
asafoetida powder,polvere di assafetida,polvere di assafetida,,,,,
guacamole,guacamole,guacamole,,,,,
campari,Campari,Campari,vegan,2.07,conventional,fresh,
fish broth,brodo di pesce,brodo di pesce,,1.5,,,
arrowroot,arrowroot,arrowroot,,,,,
sourdough,lievito naturale,lievito naturale,,,,,
croutons,crostini,crostini,,,,,
liquid smoke,fumo liquido,fumo liquido,,,,,
grand marnier,Grand Marnier,Grand Marnier,,,,,
sweet and sour mix,dolce e sour mix,dolce e sour mix,,,,,
egg roll wrappers,wrapper rotolo di uova,wrapper rotolo di uova,,,,,
granola,muesli,muesli,,,,,
squid,calamaro,calamaro,,,,,
masa harina,masa harina,masa harina,,,,,
pernod,Pernod,Pernod,,,,,
lobster,aragosta,aragosta,,,,,
salsa verde,salsa verde,salsa verde,,,,,
orzo,orzo,orzo,,,,,
browning sauce,salsa di doratura,salsa di doratura,,,,,
salami,salame,salame,,,,,
creme de cacao,Crema di Cacao,Crema di Cacao,,,,,
farro,farro,farro,,,,,
radicchio,radicchio,radicchio,,,,,
rutabagas,rutabaghe,rutabaghe,,,,,
hominy,mais macinato e cotto,mais macinato e cotto,,,,,
wheat gluten,glutine di grano,glutine di grano,,,,,
fenugreek seeds,semi di fieno greco,semi di fieno greco,,,,,
rice wine,vino di riso,vino di riso,,,,,
safflower oil,olio di cartamo,olio di cartamo,,,,,
black eyed peas,Black Eyed Peas,Black Eyed Peas,,,,,
harissa,Harissa,Harissa,,,,,
truffle oil,olio al tartufo,olio al tartufo,,,,,
truffle,tartufo,tartufo,,,,,
grape jelly,gelatina d'Uva,gelatina d'Uva,,,,,
nori,nemmeno io,nemmeno io,,,,,
fruit pectin,pectina di frutta,pectina di frutta,,,,,
hemp seeds,semi di canapa,semi di canapa,,,,,
golden syrup,golden syrup,golden syrup,,,,,
edamame,edamame,edamame,,,,,
bitters,amaro,amaro,,,,,
dry ranch dressing mix,ranch secca mix spogliatoio,ranch secca mix spogliatoio,,,,,
kaiser rolls,rotoli kaiser,rotoli kaiser,,,,,
za atar,Za Atar,Za Atar,,,,,
pomegranate,Melograno,Melograno,,,,,
sumac,sommacco,sommacco,,,,,
toffee baking bits,bit caramella cottura,bit caramella cottura,,,,,
hummus,hummus,hummus,,,,,
snapper,snapper,snapper,,,,,
sambal oelek,sambal oelek,sambal oelek,,,,,
pickle,salamoia,salamoia,,,,,
creme de cassis,creme de cassis,creme de cassis,,,,,
italian dressing,salsa italiana,salsa italiana,,,,,
tortilla chips,tortilla chips,tortilla chips,,,,,
luncheon,luncheon,luncheon,,,,,
bamboo shoot,germogli di bambù,germogli di bambù,,,,,
sparkling wine,vino frizzante,vino frizzante,,,,,
sumac,sommacco,sommacco,,,,,
feta,feta,feta,,,,,
apple cider,sidro di mele,sidro di mele,,,,,
pineapple juice,succo di ananas,succo di ananas,,,,,
ajvar,ayvar,ayvar,,,,,
seaweed,alga,alga,,,,,
amarant,amarant,amarant,,,,,
aroma,aroma,aroma,,,,,
aroma,aromat,aromat,,,,,
vegetable oil,Olio vegetale,Olio vegetale,vegan,2.4,conventional,fresh,
semolina,Semolino,Semolino,,,,,
glaze,Smalto,Smalto,,,,,
biskuits,biscotti,biscotti,,,,,
Nutella,Nutella,Nutella,,,,,
jam,marmellata,marmellata,,,,,
marzipan,marzapane,marzapane,,,,,
sweetener,Dolcificante,Dolcificante,,,,,
confectionery,confetteria,confetteria,,,,,
cress,crescione,crescione,,,,,
chanterelles,finferli,finferli,,,,,
schnapps,grappa,grappa,,,,,
jelly,gelatina,gelatina,,,,,
nougat,torrone,torrone,,,,,
candied peel,canditi,canditi,,,,,
syrup,sciroppo,sciroppo,,,,,
lovage,levistico,levistico,,,,,
Berry,Bacca,Bacca,,,,,
spaetzle,spaetzle,spaetzle,,,,,
miracel whip,Miracel frusta,Miracel frusta,,,,,
spelled wholemeal flour,farina integrale di farro,farina integrale di farro,,,,,
tortellini,tortellini,tortellini,,,,,
dough,Impasto,Impasto,,,,,
Fondor,Fondor,Fondor,,,,,
cornflakes,fiocchi di mais,fiocchi di mais,,,,,
pudding powder,polvere di budino,polvere di budino,,,,,
Sweets,Dolci,Dolci,,,,,
hollandaise sauce,salsa olandese,salsa olandese,,,,,
oblate,oblato,oblato,,,,,
zwieback,pane abbrustolito,pane abbrustolito,,,,,
tortilla,tortilla,tortilla,,,,,
cherry juice,succo di ciliegia,succo di ciliegia,,,,,
cabanossi,cabanossi,cabanossi,,,,,
baileys,baileys,baileys,,,,,
mett,Mett,Mett,,,,,
calvados,Calvados,Calvados,,,,,
buckwheat,grano saraceno,grano saraceno,,,,,
fruit,frutta,frutta,,0.43,,,
maultaschen,Maultaschen,Maultaschen,,,,,
rabbit,lepre,lepre,,,,,
maggi,maggi,maggi,,,,,
remoulade,remoulade,remoulade,,,,,
quince,Mela cotogna,Mela cotogna,,,,,
spelt,Farro,Farro,,,,,
duck,anatra,anatra,,,,,
goose,Oca,Oca,,,,,
brittle,Croccante,Croccante,,,,,
lemonade,limonata,limonata,,,,,
black salsify,Scorzonera,Scorzonera,,,,,
milk powder,latte in polvere,latte in polvere,,,,,
taco sauce,Salsa tacos,Salsa tacos,,,,,
cocktail sauce,salsa cocktail,salsa cocktail,,,,,
broth,brodo,brodo,,1.5,,,
char,salmerino,salmerino,,,,,
annatto,annatto,annatto,,,,,
caviar,caviale,caviale,,,,,
adobo sauce,salsa adobo,salsa adobo,,,,,
spread,spread,spread,,,,,
hazelnut milk,latte di nocciole,latte di nocciole,,,,,
almond milk,latte di mandorla,latte di mandorla,,,,,
cracker,cracker,cracker,,,,,
persimmon,cachi,cachi,,,,,
rose petals,petali di rosa,petali di rosa,,,,,
lavender,lavanda,lavanda,,,,,
alfalfa,alfalfa,alfalfa,,,,,
mushroom,fungo,funghi,vegan,2.55,conventional,canned,canned
mushroom,fungo,funghi,vegan,1.31,conventional,fresh,
peach,pesca,pesche,vegan,1.52,conventional,canned,canned
peach,pesca,pesche,vegan,0.591,conventional,fresh,
date,dattero,datteri,vegan,4.22,organic,dried,dried
date,dattero,datteri,vegan,3.01,conventional,dried,dried
date,dattero,datteri,vegan,3.56,organic,fresh,fresh
beetroot,barbabietola,barbabietole,vegan,0.32,conventional,fresh,fresh
beetroot,barbabietola,barbabietole,vegan,1.36,conventional,glass,glass
beet,barbabietola,barbabietole,,,,,
crab,granchio,granchi,meat,12.59,conventional,frozen,frozen
langostino,langostino,langostini,meat,12.59,conventional,frozen,frozen
shrimp,gambero,gamberi,meat,12.59,conventional,frozen,frozen
shrimp,gambero,gamberi,meat,12.59,conventional,frozen,frozen
blueberry,mirtillo,mirtilli,vegan,0.64,conventional,frozen,frozen
plum,prugna,prugne,vegan,0.22,conventional,fresh,
scallop,capasanta,capesante,meat,6.29,conventional,fresh,
egg,uovo,uova,vegetarian,2.04,conventional,fresh,
sausage,salsiccia,salsicce,meat,3.62,conventional,fresh,
hot dog,salsiccia,salsicce,meat,3.77,conventional,fresh,
acorn squash,zucca,zucche,vegan,0.21,conventional,fresh,
pumpkin,zucca,zucche,vegan,0.21,conventional,fresh,
leek,porro,porri,vegan,0.21,conventional,fresh,
bread bun,panino,panini,vegetarian,0.61,conventional,fresh,
walnut,noce,noci,vegan,0.95,conventional,fresh,
fig,fico,fichi,vegan,0.89,conventional,fresh,
grapefruit,pompelmo,pompelmi,vegan,0.39,conventional,fresh,
damson,susina,susine,vegan,0.22,conventional,fresh,
watermelon,anguria,angurie,vegan,0.35,conventional,fresh,
pistachio,pistacchio,pistacchi,vegan,3.0648319,conventional,fresh,
artichoke,carciofo,carciofi,vegan,1.01155642,conventional,fresh,
almond,mandorla,mandorle,vegan,2.25,conventional,fresh,
apple,mela,mele,vegan,0.437,conventional,fresh,
apricot,albicocca,albicocche,vegan,0.314,conventional,fresh,
eggplant,melanzana,melanzane,vegan,4.59,conventional,fresh,
banana,banana,banane,vegan,0.395,conventional,fresh,
carrot,carota,carote,vegan,0.265,conventional,fresh,
cauliflower,cavolfiore,cavolfiori,vegan,0.486,conventional,fresh,
celery,sedano,sedani,vegan,0.552,conventional,fresh,
cheese,formaggio,formaggi,vegetarian,14.9,conventional,fresh,
chicken,pollo,polli,meat,2.48,conventional,fresh,
cucumber,cetriolo,cetrioli,vegan,3.38,conventional,fresh,
fennel,finocchio,finocchi,vegan,0.498,conventional,fresh,
fish,pesce,pesci,meat,0.55,conventional,fresh,
brill,rombo,rombi,meat,0.55,conventional,fresh,
turbot,rombo,rombi,meat,0.55,conventional,fresh,
cod,merluzzo,merluzzi,meat,0.55,conventional,fresh,
flounder,platessa,platesse,meat,0.55,conventional,fresh,
salmon,salmone,salmoni,meat,0.55,conventional,fresh,
sea bass,spigola,spigole,meat,0.55,conventional,fresh,
skate,razza,razze,meat,0.55,conventional,fresh,
sole,sogliola,sogliole,meat,0.55,conventional,fresh,
anchovy,acciuga,acciughe,meat,0.599,conventional,fresh,
tuna,tonno,tonni,meat,2.93,conventional,fresh,
bream,orata,orate,meat,2.93,conventional,fresh,
mackerel,sgombro,sgombri,meat,2.93,conventional,fresh,
sardine,sardina,sardine,meat,2.93,conventional,fresh,
grapes,uva,uve,vegan,0.333,conventional,fresh,
bell pepper,peperone,peperoni,vegan,2.62,conventional,fresh,
lemon,limone,limoni,vegan,0.409,conventional,fresh,
clementine,clementina,clementine,vegan,0.713,conventional,fresh,
mandarine,mandarino,mandarini,vegan,0.713,conventional,fresh,
melon,melone,meloni,vegan,0.226,conventional,fresh,
onion,cipolla,cipolle,vegan,0.449,conventional,fresh,
scallion,scalogno,scalogni,vegan,0.449,conventional,fresh,
shallot,scalogno,scalogni,vegan,0.449,conventional,fresh,
spring onion,cipollotto,cipollotti,vegan,0.449,conventional,fresh,
orange,arancia,arance,vegan,0.307,conventional,fresh,fresh
nectarine,nettarina,nettarina,vegan,0.591,conventional,fresh,
pear,pera,pere,vegan,0.606,conventional,fresh,
potato,patata,patate,vegan,0.328,conventional,fresh,
potato,patata,patate,vegan,0.233,organic,fresh,
potato,patata,patate,vegan,0.0888,Swiss integrated production,fresh,
radish,ravanello,ravanelli,vegan,7.88,conventional,fresh,
sugar,zucchero,zucchero,vegan,0.568,conventional,fresh,sugar beet
pork,maiale,maiali,meat,8.21,conventional,fresh,
tomato,pomodoro,pomodori,vegan,0.505,conventional,fresh,
trout,trota,trote,meat,1.93,conventional,fresh,
Berry,Bacca,bacche,,,,,
Berry,Bacca,bacche,,,,,
mushroom,fungo,funghi,vegan,2.55,conventional,canned,canned
mushroom,fungo,funghi,vegan,1.31,conventional,fresh,
peach,pesca,pesche,vegan,1.52,conventional,canned,canned
peach,pesca,pesche,vegan,0.591,conventional,fresh,
tea,tè,the,vegan,5.06,conventional,dried,dried
spice,spezia,stagionatura,vegan,0.652,conventional,fresh,fresh
crayfish,gamberi,gamberetti,meat,12.59,conventional,frozen,frozen
prawns,gamberoni,gamberone,meat,12.59,conventional,frozen,frozen
blueberry,mirtillo,mirtilli,vegan,0.64,conventional,frozen,frozen
plum,prugna,prugne,vegan,0.22,conventional,fresh,
barbecue sauce,salsa bbq,salsa barbeque,meat,0.983,conventional,fresh,
chili,chili,chilli,vegan,0.681,conventional,fresh,
curry,curry,masala,vegan,0.652,conventional,fresh,
gelatin,gelatina,Agar,vegetarian,0.652,conventional,fresh,
jelly,gelatina,Agar,,,,,
herbs,erbe,herbes,vegan,0.652,conventional,fresh,
salt,sale,fleur de sel,vegan,0.584,conventional,fresh,
soy sauce,salsa di soia,kikkoman,vegan,1.344,conventional,fresh,
soy sauce,salsa di soia,tamari,vegan,1.344,conventional,fresh,
agave syrup,sciroppo d'agave,nettare di agave,vegan,0.969,conventional,fresh,
vanilin,vaniglia,vanilina,vegan,2.267,conventional,fresh,
vanilin,vaniglia,vanillina,vegan,2.267,conventional,fresh,
vanilin,vaniglia,vaniglia Bourbon,vegan,2.267,conventional,fresh,
vanilla,vaniglia,vanilina,vegan,13.4,conventional,fresh,
vanilla,vaniglia,vanillina,vegan,13.4,conventional,fresh,
vanilla,vaniglia,vaniglia Bourbon,vegan,13.4,conventional,fresh,
beer,birra,Lager,vegan,0.77,conventional,fresh,
liquor,liquore,Marsala,vegan,2.07,conventional,fresh,
half fat margarine,margarina semigrassa,margarina semi grassa,vegetarian,1.15,conventional,fresh,
olive oil,olio d'oliva,olio extravergine di oliva,vegan,3.06,conventional,fresh,
sunflower oil,olio di semi di girasole,olio di semi,vegan,2.24,conventional,fresh,
vegan spreadable fat,grasso spalmabile vegano,grasso vegano spalmabile,vegan,1.67,conventional,fresh,
full fat margarine,margarina integrale,margarina,vegetarian,1.78,conventional,fresh,
scallop,capasanta,capa santa,meat,6.29,conventional,fresh,
scallop,capasanta,cape sante,meat,6.29,conventional,fresh,
egg,uovo,uova,vegetarian,2.04,conventional,fresh,
egg white,bianco d'uovo,tuorli,vegetarian,2.04,conventional,fresh,
sausage,salsiccia,salsicce,meat,3.62,conventional,fresh,
hot dog,salsiccia,salsicce,meat,3.77,conventional,fresh,
lamb's lettuce,lattuga d'agnello,lattuga di agnello,vegan,0.27,conventional,fresh,
lamb's lettuce,lattuga d'agnello,lattuga di pecora,vegan,0.27,conventional,fresh,
lamb's lettuce,lattuga d'agnello,insalata di agnello,vegan,0.27,conventional,fresh,
collard green,cavoli verza,cavolo verza,vegan,0.35,conventional,fresh,
sweet potato,patata dolce,Igname,vegan,0.41,conventional,fresh,
savoy,verza,cavolo verza,vegan,0.3,conventional,fresh,
couscous,couscous,cous cous,vegan,0.44,conventional,fresh,
lasagna noodle,tagliatelle di lasagne,lasagne,vegan,0.46,conventional,fresh,
pasta,pasta,spaghetti,vegan,0.46,conventional,fresh,
pasta,pasta,penne,vegan,0.46,conventional,fresh,
pasta,pasta,bucatini,vegan,0.46,conventional,fresh,
pasta,pasta,macaroni,vegan,0.46,conventional,fresh,
pasta,pasta,tagliatelle,vegan,0.46,conventional,fresh,
pasta,pasta,fettuccine,vegan,0.46,conventional,fresh,
pasta,pasta,cannelloni,vegan,0.46,conventional,fresh,
bread,pane,pagnotta,vegetarian,0.61,conventional,fresh,
bread,pane,panino,vegetarian,0.61,conventional,fresh,
bread,pane,paninetto,vegetarian,0.61,conventional,fresh,
bread,pane,ciabatta,vegetarian,0.61,conventional,fresh,
bread,pane,pretzel,vegetarian,0.61,conventional,fresh,
flour,farina,farina multiuso,vegan,0.34,conventional,fresh,
cream cheese,formaggio cremoso,mascarpone,vegetarian,5.65,conventional,fresh,
fig,fico,fichi,vegan,0.89,conventional,fresh,
damson,susina,susine,vegan,0.22,conventional,fresh,
vegetable broth,brodo vegetale,minestra,vegan,1.49,conventional,fresh,
veggie patty,polpette vegetariane,polpettine vegetariane,vegetarian,1.3,conventional,fresh,
coffee powder,caffè in polvere,estratto di caffè,vegan,5.6,conventional,fresh,
cocoa powder,polvere di cacao,cacao,vegan,5.0,conventional,fresh,
almond drink,bevanda alla mandorla,bevanda alle mandorle,vegan,0.3,conventional,fresh,
chocolate,cioccolato,Couverture,vegetarian,4.1,conventional,fresh,
dark chocolate,cioccolato fondente,cioccolato amaro,vegetarian,4.1,conventional,fresh,
Thuringian sausage,salsiccia di Turingia,salsiccia della Turingia,meat,2.9,conventional,fresh,
chestnut,castagne,castagna,vegan,2.80979155,conventional,fresh,
hazelnut,nocciole,nocciola,vegan,1.77688839,conventional,fresh,
artichoke,carciofo,carciofi,vegan,1.01155642,conventional,fresh,
artichoke,carciofo,carciofino,vegan,1.01155642,conventional,fresh,
artichoke,carciofo,carciofini,vegan,1.01155642,conventional,fresh,
almond,mandorla,mandorle,vegan,2.25,conventional,fresh,
eggplant,melanzana,melanzane,vegan,4.59,conventional,fresh,
butter,burro,ghi,vegetarian,8.49,conventional,fresh,
buttermilk,latticello,burro di latte,vegetarian,3.73,conventional,fresh,
white cabbage,cavolo bianco,cavolo,vegan,0.407,conventional,fresh,
beef,manzo,steak,meat,14.9,conventional,fresh,
cheese,formaggio,Gruyère,vegetarian,14.9,conventional,fresh,
cheese,formaggio,Gouda,vegetarian,14.9,conventional,fresh,
cheese,formaggio,gorgonzola,vegetarian,14.9,conventional,fresh,
cheese,formaggio,Vacherin,vegetarian,14.9,conventional,fresh,
cheese,formaggio,goat cheese,vegetarian,14.9,conventional,fresh,
