en_key,lang_key,ref,type,co2,classification,attribute,variety
russet potato,russet potato,russet potato,vegan,0.328,conventional,fresh,
potato starch,potato starch,potato starch,vegan,0.68,conventional,fresh,
potato,potato,potato,vegan,0.233,organic,fresh,
russet potato,russet potato,russet potato,vegan,0.233,organic,fresh,
potato,potato,potato,vegan,0.0888,Swiss integrated production,fresh,
russet potato,russet potato,russet potato,vegan,0.0888,Swiss integrated production,fresh,
baby peas,baby peas,baby peas,vegan,0.403,conventional,fresh,
chickpea,chickpea,chickpea,vegan,0.403,conventional,fresh,
peas,peas,peas,vegan,0.403,conventional,fresh,
split peas,split peas,split peas,vegan,0.403,conventional,fresh,
sugar snap peas,sugar snap peas,sugar snap peas,vegan,0.403,conventional,fresh,
peas,peas,peas,vegan,0.744,organic,fresh,
split peas,split peas,split peas,vegan,0.744,organic,fresh,
sugar snap peas,sugar snap peas,sugar snap peas,vegan,0.744,organic,fresh,
peas,peas,peas,vegan,0.444,Swiss integrated production,fresh,
split peas,split peas,split peas,vegan,0.444,Swiss integrated production,fresh,
sugar snap peas,sugar snap peas,sugar snap peas,vegan,0.444,Swiss integrated production,fresh,
horseradish,horseradish,horseradish,vegan,7.88,conventional,fresh,
radish,radish,radish,vegan,7.88,conventional,fresh,
white radish,white radish,white radish,vegan,7.88,conventional,fresh,
rape oil,rape oil,rape oil,vegan,1.66,conventional,fresh,Switzerland
rape oil,rape oil,rape oil,vegan,1.8,conventional,fresh,Rest of World
red meat,red meat,red meat,meat,14.3,conventional,fresh,
basmati rice,basmati rice,basmati rice,vegan,1.63,conventional,fresh,
brown rice,brown rice,brown rice,vegan,1.63,conventional,fresh,
rice,rice,rice,vegan,1.63,conventional,fresh,
wild rice,wild rice,wild rice,vegan,1.63,conventional,fresh,
risotto,risotto,risotto,vagan,1.63,conventional,fresh,
rye,rye,rye,vegan,0.718,conventional,fresh,
rye,rye,rye,vegan,0.362,organic,fresh,
rye,rye,rye,vegan,0.33,Swiss integrated production,fresh,
lamb,lamb,lamb,meat,8.78,conventional,fresh,
skimmed milk,skimmed milk,skimmed milk,vegetarian,1.25,conventional,fresh,
soybeans,soybeans,soybeans,vegan,3.76,conventional,fresh,
soybean drink,soybean drink,soybean drink,vegan,0.333,conventional,fresh,
soybean oil,soybean oil,soybean oil,vegan,5.98,conventional,fresh,crude
soybean oil,soybean oil,soybean oil,vegan,6.42,conventional,fresh,refined
soybeans,soybeans,soybeans,vegan,0.774,organic,fresh,
soybeans,soybeans,soybeans,vegan,0.884,Swiss integrated production,fresh,
baby spinach,baby spinach,baby spinach,vegan,0.197,conventional,fresh,
new zealand spinach,new zealand spinach,new zealand spinach,vegan,0.197,conventional,fresh,
spinach,spinach,spinach,vegan,0.197,conventional,fresh,
blackcurrant,blackcurrant,blackcurrant,vegan,0.632,conventional,fresh,
boysenberry,boysenberry,boysenberry,vegan,0.632,conventional,fresh,
cloudberry,cloudberry,cloudberry,vegan,0.632,conventional,fresh,
cranberry,cranberry,cranberry,vegan,0.632,conventional,fresh,
currant,currant,currant,vegan,0.632,conventional,fresh,
elderberry,elderberry,elderberry,vegan,0.632,conventional,fresh,
goji berry,goji berry,goji berry,vegan,0.632,conventional,fresh,
jostaberry,jostaberry,jostaberry,vegan,0.632,conventional,fresh,
juniper berry,juniper berry,juniper berry,vegan,0.632,conventional,fresh,
marionberry,marionberry,marionberry,vegan,0.632,conventional,fresh,
miracle fruit,miracle fruit,miracle fruit,vegan,0.632,conventional,fresh,
mulberry,mulberry,mulberry,vegan,0.632,conventional,fresh,
pineberry,pineberry,pineberry,vegan,0.632,conventional,fresh,
redcurrant,redcurrant,redcurrant,vegan,0.632,conventional,fresh,
salal berry,salal berry,salal berry,vegan,0.632,conventional,fresh,
salmonberry,salmonberry,salmonberry,vegan,0.632,conventional,fresh,
strawberry,strawberry,strawberry,vegan,0.632,conventional,fresh,
wheat,wheat,wheat,vegan,0.632,conventional,fresh,
white currant,white currant,white currant,vegan,0.632,conventional,fresh,
granulated sugar,granulated sugar,granulated sugar,vegan,0.568,conventional,fresh,sugar beet
sugar,sugar,sugar,vegan,0.568,conventional,fresh,sugar beet
brown sugar,brown sugar,brown sugar,vegan,1.13,conventional,fresh,sugarcane
granulated sugar,granulated sugar,granulated sugar,vegan,1.1872999999999998,conventional,fresh,sugarcane
sunflower seeds,sunflower seeds,sunflower seeds,vegan,1.42,conventional,fresh,
sunflower seeds,sunflower seeds,sunflower seeds,vegan,0.668,Swiss integrated production,fresh,
sweetcorn,sweetcorn,sweetcorn,vegan,0.284,conventional,fresh,
sweet sorghum grain,sweet sorghum grain,sweet sorghum grain,vegan,0.283,conventional,fresh,
sweet sorghum stem,sweet sorghum stem,sweet sorghum stem,vegan,0.0327,conventional,fresh,
pork,pork,pork,meat,8.21,conventional,fresh,
ice,ice,ice,vegan,0.000176,conventional,fresh,
tap water,tap water,tap water,vegan,0.000176,conventional,fresh,
water,water,water,vegan,0.000176,conventional,fresh,
tilapia,tilapia,tilapia,meat,5.54,conventional,fresh,
tofu,tofu,tofu,vegan,1.13,conventional,fresh,
tomato,tomato,tomato,vegan,0.505,conventional,fresh,
trout,trout,trout,meat,1.93,conventional,fresh,
vanilla,vanilla,vanilla,vegan,13.4,conventional,fresh,
whey,whey,whey,vegetarian,0.161,conventional,fresh,
white asparagus,white asparagus,white asparagus,vegan,1.03,conventional,fresh,
yogurt,yogurt,yogurt,vegetarian,2.2,conventional,fresh,
zucchini,zucchini,zucchini,vegan,0.286,conventional,fresh,
salt and pepper,salt and pepper,salt and pepper,vegan,2.949,conventional,fresh,
oil,oil,oil,vegan,2.4,conventional,fresh,
capers,capers,capers,vegan,0.5,conventional,glass,
worcester,worcester,worcester,,,,,
raisin,raisin,raisin,,0.449,,,
shortening,shortening,shortening,,1.7,,,
condensed milk,condensed milk,condensed milk,,,,,
maple syrup,maple syrup,maple syrup,,,,,
molasses,molasses,molasses,,,,,
mushroom soup,mushroom soup,mushroom soup,,,,,
salsa,salsa,salsa,,,,,
vodka,vodka,vodka,vegan,2.07,conventional,fresh,
hot sauce,hot sauce,hot sauce,,,,,
sherry,sherry,sherry,vegan,2.07,conventional,fresh,
gin,gin,gin,vegan,2.07,conventional,fresh,
turkey,turkey,turkey,,,,,
baking mix,baking mix,baking mix,,,,,
marshmallow,marshmallow,marshmallow,,,,,
rhubarb,rhubarb,rhubarb,,,,,
food coloring,food coloring,food coloring,,,,,
tahini,tahini,tahini,,,,,
bourbon,bourbon,bourbon,vegan,2.07,conventional,fresh,
beet,beet,beet,,,,,
hoisin,hoisin,hoisin,,,,,
mirin,mirin,mirin,,,,,
oyster sauce,oyster sauce,oyster sauce,,,,,
vegetables,vegetables,vegetables,vegan,0.5,conventional,fresh,
club soda,club soda,club soda,,,,,
tomatillos,tomatillos,tomatillos,,,,,
tequila,tequila,tequila,vegan,2.07,conventional,fresh,
syrup,syrup,syrup,,,,,
chinese five spice powder,chinese five spice powder,chinese five spice powder,,,,,
sriracha,sriracha,sriracha,,,,,
vermouth,vermouth,vermouth,vegan,2.07,conventional,fresh,
bean sprouts,bean sprouts,bean sprouts,,,,,
sauerkraut,sauerkraut,sauerkraut,,,,,
teriyaki,teriyaki,teriyaki,,,,,
marinara,marinara,marinara,,,,,
prosciutto,prosciutto,prosciutto,,,,,
salad dressing,salad dressing,salad dressing,,,,,
pesto,pesto,pesto,,,,,
lard,lard,lard,,,,,
angostura bitters,angostura bitters,angostura bitters,,,,,
xanthan gum,xanthan gum,xanthan gum,,,,,
sake,sake,sake,,,,,
pie shell,pie shell,pie shell,,,,,
turnip,turnip,turnip,,,,,
triple sec,triple sec,triple sec,vegan,2.07,conventional,fresh,
ranch dressing,ranch dressing,ranch dressing,,,,,
pomegranate seeds,pomegranate seeds,pomegranate seeds,,,,,
tomatoes sauce,tomatoes sauce,tomatoes sauce,,,,,
cooking oil,cooking oil,cooking oil,,,,,
cracker,cracker,cracker,,,,,
pie crust,pie crust,pie crust,,,,,
creole,creole,creole,,,,,
grenadine,grenadine,grenadine,,,,,
crescent rolls,crescent rolls,crescent rolls,,,,,
amaretto,amaretto,amaretto,vegan,2.07,conventional,fresh,
jicama,jicama,jicama,,,,,
pomegranate juice,pomegranate juice,pomegranate juice,,,,,
parsnip,parsnip,parsnip,,,,,
biscuit dough,biscuit dough,biscuit dough,,,,,
alfredo sauce,alfredo sauce,alfredo sauce,,,,,
grenadine syrup,grenadine syrup,grenadine syrup,,,,,
baby greens,baby greens,baby greens,,,,,
miso,miso,miso,,,,,
allspice,allspice,allspice,,,,,
nuts,nuts,nuts,,2.0,,,
caramel,caramel,caramel,,,,,
tabasco,tabasco,tabasco,,,,,
matzo meal,matzo meal,matzo meal,,,,,
stevia,stevia,stevia,,,,,
pizza dough,pizza dough,pizza dough,,,,,
monosodium glutamate,monosodium glutamate,monosodium glutamate,,,,,
enchilada sauce,enchilada sauce,enchilada sauce,,,,,
poblano chile,poblano chile,poblano chile,,,,,
phyllo dough,phyllo dough,phyllo dough,,,,,
polenta,polenta,polenta,,,,,
tapioca,tapioca,tapioca,,,,,
muffins,muffins,muffins,,,,,
spicy sauce,spicy sauce,spicy sauce,,,,,
buffalo wing sauce,buffalo wing sauce,buffalo wing sauce,,,,,
coleslaw,coleslaw,coleslaw,,,,,
fruit cocktail,fruit cocktail,fruit cocktail,,,,,
kimchi,kimchi,kimchi,,,,,
tamarind,tamarind,tamarind,,,,,
cointreau,cointreau,cointreau,,,,,
asafoetida powder,asafoetida powder,asafoetida powder,,,,,
guacamole,guacamole,guacamole,,,,,
campari,campari,campari,vegan,2.07,conventional,fresh,
fish broth,fish broth,fish broth,,1.5,,,
arrowroot,arrowroot,arrowroot,,,,,
sourdough,sourdough,sourdough,,,,,
croutons,croutons,croutons,,,,,
liquid smoke,liquid smoke,liquid smoke,,,,,
grand marnier,grand marnier,grand marnier,,,,,
sweet and sour mix,sweet and sour mix,sweet and sour mix,,,,,
egg roll wrappers,egg roll wrappers,egg roll wrappers,,,,,
granola,granola,granola,,,,,
squid,squid,squid,,,,,
masa harina,masa harina,masa harina,,,,,
pernod,pernod,pernod,,,,,
lobster,lobster,lobster,,,,,
salsa verde,salsa verde,salsa verde,,,,,
orzo,orzo,orzo,,,,,
browning sauce,browning sauce,browning sauce,,,,,
salami,salami,salami,,,,,
creme de cacao,creme de cacao,creme de cacao,,,,,
farro,farro,farro,,,,,
radicchio,radicchio,radicchio,,,,,
rutabagas,rutabagas,rutabagas,,,,,
hominy,hominy,hominy,,,,,
wheat gluten,wheat gluten,wheat gluten,,,,,
fenugreek seeds,fenugreek seeds,fenugreek seeds,,,,,
rice wine,rice wine,rice wine,,,,,
safflower oil,safflower oil,safflower oil,,,,,
black eyed peas,black eyed peas,black eyed peas,,,,,
harissa,harissa,harissa,,,,,
truffle oil,truffle oil,truffle oil,,,,,
truffle,truffle,truffle,,,,,
grape jelly,grape jelly,grape jelly,,,,,
nori,nori,nori,,,,,
fruit pectin,fruit pectin,fruit pectin,,,,,
hemp seeds,hemp seeds,hemp seeds,,,,,
golden syrup,golden syrup,golden syrup,,,,,
edamame,edamame,edamame,,,,,
bitters,bitters,bitters,,,,,
dry ranch dressing mix,dry ranch dressing mix,dry ranch dressing mix,,,,,
kaiser rolls,kaiser rolls,kaiser rolls,,,,,
za atar,za atar,za atar,,,,,
pomegranate,pomegranate,pomegranate,,,,,
sumac,sumac,sumac,,,,,
toffee baking bits,toffee baking bits,toffee baking bits,,,,,
hummus,hummus,hummus,,,,,
snapper,snapper,snapper,,,,,
sambal oelek,sambal oelek,sambal oelek,,,,,
pickle,pickle,pickle,,,,,
creme de cassis,creme de cassis,creme de cassis,,,,,
italian dressing,italian dressing,italian dressing,,,,,
tortilla chips,tortilla chips,tortilla chips,,,,,
luncheon,luncheon,luncheon,,,,,
bamboo shoot,bamboo shoot,bamboo shoot,,,,,
sparkling wine,sparkling wine,sparkling wine,,,,,
sumac,sumac,sumac,,,,,
feta,feta,feta,,,,,
apple cider,apple cider,apple cider,,,,,
pineapple juice,pineapple juice,pineapple juice,,,,,
ajvar,ajvar,ajvar,,,,,
seaweed,seaweed,seaweed,,,,,
amarant,amarant,amarant,,,,,
aroma,aroma,aroma,,,,,
aroma,aroma,aroma,,,,,
vegetable oil,vegetable oil,vegetable oil,vegan,2.4,conventional,fresh,
semolina,semolina,semolina,,,,,
glaze,glaze,glaze,,,,,
biskuits,biskuits,biskuits,,,,,
Nutella,Nutella,Nutella,,,,,
jam,jam,jam,,,,,
marzipan,marzipan,marzipan,,,,,
sweetener,sweetener,sweetener,,,,,
confectionery,confectionery,confectionery,,,,,
cress,cress,cress,,,,,
chanterelles,chanterelles,chanterelles,,,,,
schnapps,schnapps,schnapps,,,,,
jelly,jelly,jelly,,,,,
nougat,nougat,nougat,,,,,
candied peel,candied peel,candied peel,,,,,
syrup,syrup,syrup,,,,,
lovage,lovage,lovage,,,,,
Berry,Berry,Berry,,,,,
spaetzle,spaetzle,spaetzle,,,,,
miracel whip,miracel whip,miracel whip,,,,,
spelled wholemeal flour,spelled wholemeal flour,spelled wholemeal flour,,,,,
tortellini,tortellini,tortellini,,,,,
dough,dough,dough,,,,,
Fondor,Fondor,Fondor,,,,,
cornflakes,cornflakes,cornflakes,,,,,
pudding powder,pudding powder,pudding powder,,,,,
Sweets,Sweets,Sweets,,,,,
hollandaise sauce,hollandaise sauce,hollandaise sauce,,,,,
oblate,oblate,oblate,,,,,
zwieback,zwieback,zwieback,,,,,
tortilla,tortilla,tortilla,,,,,
cherry juice,cherry juice,cherry juice,,,,,
cabanossi,cabanossi,cabanossi,,,,,
baileys,baileys,baileys,,,,,
mett,mett,mett,,,,,
calvados,calvados,calvados,,,,,
buckwheat,buckwheat,buckwheat,,,,,
fruit,fruit,fruit,,0.43,,,
maultaschen,maultaschen,maultaschen,,,,,
rabbit,rabbit,rabbit,,,,,
maggi,maggi,maggi,,,,,
remoulade,remoulade,remoulade,,,,,
quince,quince,quince,,,,,
spelt,spelt,spelt,,,,,
duck,duck,duck,,,,,
goose,goose,goose,,,,,
brittle,brittle,brittle,,,,,
lemonade,lemonade,lemonade,,,,,
black salsify,black salsify,black salsify,,,,,
milk powder,milk powder,milk powder,,,,,
taco sauce,taco sauce,taco sauce,,,,,
cocktail sauce,cocktail sauce,cocktail sauce,,,,,
broth,broth,broth,,1.5,,,
char,char,char,,,,,
annatto,annatto,annatto,,,,,
caviar,caviar,caviar,,,,,
adobo sauce,adobo sauce,adobo sauce,,,,,
spread,spread,spread,,,,,
hazelnut milk,hazelnut milk,hazelnut milk,,,,,
almond milk,almond milk,almond milk,,,,,
cracker,cracker,cracker,,,,,
persimmon,persimmon,persimmon,,,,,
rose petals,rose petals,rose petals,,,,,
lavender,lavender,lavender,,,,,
alfalfa,alfalfa,alfalfa,,,,,
mushroom,mushroom,mushrooms,vegan,2.55,conventional,canned,canned
mushroom,mushroom,mushrooms,vegan,1.31,conventional,fresh,
tomato,tomato,tomatoes,vegan,1.87,conventional,canned,canned
tomato,tomato,tomatoes,vegan,0.505,conventional,fresh,
chickpea,chickpea,chickpeas,vegan,1.25,conventional,canned,canned
chickpea,chickpea,chickpeas,vegan,0.403,conventional,fresh,
lentil,lentil,lentils,vegan,1.46,conventional,canned,canned
pineapple,pineapple,pineapples,vegan,1.71,conventional,canned,canned
pineapple,pineapple,pineapples,vegan,0.196,conventional,fresh,
apricot,apricot,apricots,vegan,1.7,conventional,canned,canned
apricot,apricot,apricots,vegan,0.314,conventional,fresh,
peach,peach,peaches,vegan,1.52,conventional,canned,canned
peach,peach,peaches,vegan,0.591,conventional,fresh,
date,date,dates,vegan,4.22,organic,dried,dried
date,date,dates,vegan,3.01,conventional,dried,dried
date,date,dates,vegan,3.56,organic,fresh,fresh
spice,spice,spices,vegan,0.652,conventional,fresh,fresh
crab,crab,crabs,meat,12.59,conventional,frozen,frozen
crayfish,crayfish,crayfish,meat,12.59,conventional,frozen,frozen
langostino,langostino,langostinos,meat,12.59,conventional,frozen,frozen
scampi,scampi,scampi,meat,12.59,conventional,frozen,frozen
shrimp,shrimp,shrimps,meat,12.59,conventional,frozen,frozen
strawberry,strawberry,strawberries,vegan,0.71,conventional,frozen,frozen
strawberry,strawberry,strawberries,vegan,0.632,conventional,fresh,
blueberry,blueberry,blueberries,vegan,0.64,conventional,frozen,frozen
blueberry,blueberry,blueberries,vegan,0.54,conventional,fresh,
raspberry,raspberry,raspberries,vegan,0.66,conventional,frozen,frozen
raspberry,raspberry,raspberries,vegan,1.2,conventional,fresh,
plum,plum,plums,vegan,0.22,conventional,fresh,
bay leaf,bay leaf,bay leaves,vegan,0.602,conventional,fresh,
pine nut,pine nut,pine nuts,vegan,2.518,conventional,fresh,
clam,clam,clams,meat,6.29,conventional,fresh,
cockle,cockle,cockles,meat,6.29,conventional,fresh,
mussel,mussel,mussels,meat,6.29,conventional,fresh,
oyster,oyster,oysters,meat,6.29,conventional,fresh,
scallop,scallop,scallops,meat,6.29,conventional,fresh,
egg,egg,eggs,vegetarian,2.04,conventional,fresh,
sausage,sausage,sausages,meat,3.62,conventional,fresh,
wild mushroom,wild mushroom,wild mushrooms,vegan,1.31,conventional,fresh,
cherry tomato,cherry tomato,cherry tomatoes,vegan,0.91,conventional,fresh,
pumpkin,pumpkin,pumpkins,vegan,0.21,conventional,fresh,
sweet potato,sweet potato,sweet potatoes,vegan,0.41,conventional,fresh,
wholegrain bread bun,wholegrain bread bun,wholegrain bread buns,vegetarian,0.6,conventional,fresh,
wheat bread bun,wheat bread bun,wheat bread buns,vegetarian,0.62,conventional,fresh,
walnut,walnut,walnuts,vegan,0.95,conventional,fresh,
blackberry,blackberry,blackberries,vegan,0.69,conventional,fresh,
fig,fig,figs,vegan,0.89,conventional,fresh,
cherry,cherry,cherries,vegan,0.22,conventional,fresh,
honeyberry,honeyberry,honeyberries,vegan,0.22,conventional,fresh,
jabuticaba,jabuticaba,jabuticabas,vegan,0.22,conventional,fresh,
surinam cherry,surinam cherry,surinam cherries,vegan,0.22,conventional,fresh,
mango,mango,mangoes,vegan,1.73,conventional,fresh,
ackee,ackee,ackees,vegan,0.22,conventional,fresh,
damson,damson,damsons,vegan,0.22,conventional,fresh,
japanese plum,japanese plum,japanese plums,vegan,0.22,conventional,fresh,
gooseberry,gooseberry,gooseberries,vegan,0.69,conventional,fresh,
watermelon,watermelon,watermelons,vegan,0.35,conventional,fresh,
veggie nugget,veggie nugget,veggie nugget,vegetarian,1.3,conventional,fresh,
veggie patty,veggie patty,veggie patties,vegetarian,1.3,conventional,fresh,
vegan sausage,vegan sausage,vegan sausages,vegan,1.7,conventional,fresh,
chestnut,chestnut,chestnuts,vegan,2.80979155,conventional,fresh,
hazelnut,hazelnut,hazelnuts,vegan,1.77688839,conventional,fresh,
pistachio,pistachio,pistachios,vegan,3.0648319,conventional,fresh,
artichoke,artichoke,artichokes,vegan,1.01155642,conventional,fresh,
Jerusalem artichoke,Jerusalem artichoke,Jerusalem artichokes,vegan,1.01155642,conventional,fresh,
endive,endive,endives,vegan,0.59248494,conventional,fresh,
almond,almond,almonds,vegan,2.25,conventional,fresh,
apple,apple,apples,vegan,0.437,conventional,fresh,
crab apple,crab apple,crab apples,vegan,0.437,conventional,fresh,
eggplant,eggplant,eggplants,vegan,4.59,conventional,fresh,
avocado,avocado,avocados,vegan,0.956,conventional,fresh,
banana,banana,bananas,vegan,0.395,conventional,fresh,
baby carrot,baby carrot,baby carrots,vegan,0.265,conventional,fresh,
carrot,carrot,carrots,vegan,0.265,conventional,fresh,
coconut,coconut,coconuts,vegan,0.912,conventional,fresh,
cucumber,cucumber,cucumbers,vegan,3.38,conventional,fresh,
barracuda,barracuda,barracudas,meat,0.55,conventional,fresh,
basa,basa,basa,meat,0.55,conventional,fresh,
bass,bass,bass,meat,0.55,conventional,fresh,
black cod,black cod,black cods,meat,0.55,conventional,fresh,
blowfish,blowfish,blowfish,meat,0.55,conventional,fresh,
brill,brill,brill,meat,0.55,conventional,fresh,
butter fish,butter fish,butter fish,meat,0.55,conventional,fresh,
catfish,catfish,catfish,meat,0.55,conventional,fresh,
cod,cod,cod,meat,0.55,conventional,fresh,
dorade,dorade,dorade,meat,0.55,conventional,fresh,
flounder,flounder,flounder,meat,0.55,conventional,fresh,
grouper,grouper,grouper,meat,0.55,conventional,fresh,
haddock,haddock,haddock,meat,0.55,conventional,fresh,
halibut,halibut,halibut,meat,0.55,conventional,fresh,
lingcod,lingcod,lingcod,meat,0.55,conventional,fresh,
monkfish,monkfish,monkfish,meat,0.55,conventional,fresh,
mullet,mullet,mullet,meat,0.55,conventional,fresh,
patagonian toothfish,patagonian toothfish,patagonian toothfish,meat,0.55,conventional,fresh,
perch,perch,perch,meat,0.55,conventional,fresh,
pike,pike,pikes,meat,0.55,conventional,fresh,
pollock,pollock,pollock,meat,0.55,conventional,fresh,
sanddab,sanddab,sanddab,meat,0.55,conventional,fresh,
sea bass,sea bass,sea bass,meat,0.55,conventional,fresh,
shad,shad,shad,meat,0.55,conventional,fresh,
skate,skate,skates,meat,0.55,conventional,fresh,
sole,sole,sole,meat,0.55,conventional,fresh,
sturgeon,sturgeon,sturgeons,meat,0.55,conventional,fresh,
tilefish,tilefish,tilefish,meat,0.55,conventional,fresh,
turbot,turbot,turbot,meat,0.55,conventional,fresh,
whitebait,whitebait,whitebait,meat,0.55,conventional,fresh,
whitefish,whitefish,whitefish,meat,0.55,conventional,fresh,
whiting,whiting,whiting,meat,0.55,conventional,fresh,
anchovy,anchovy,anchovies,meat,0.599,conventional,fresh,
hake,hake,hakes,meat,0.8,conventional,fresh,
bluefish,bluefish,bluefish,meat,2.93,conventional,fresh,
bream,bream,breams,meat,2.93,conventional,fresh,
dogfish,dogfish,dogfish,meat,2.93,conventional,fresh,
herring,herring,herring,meat,2.93,conventional,fresh,
john dory,john dory,john dory,meat,2.93,conventional,fresh,
mackerel,mackerel,mackerels,meat,2.93,conventional,fresh,
mahi mahi,mahi mahi,mahi mahi,meat,2.93,conventional,fresh,
orange roughy,orange roughy,orange roughy,meat,2.93,conventional,fresh,
pomfret,pomfret,pomfret,meat,2.93,conventional,fresh,
pompano,pompano,pompano,meat,2.93,conventional,fresh,
sardine,sardine,sardines,meat,2.93,conventional,fresh,
sprat,sprat,sprat,meat,2.93,conventional,fresh,
swordfish,swordfish,swordfish,meat,2.93,conventional,fresh,
bell pepper,bell pepper,bell peppers,vegan,2.62,conventional,fresh,
habanero,habanero,habaneros,vegan,2.62,conventional,fresh,
jalapeno,jalapeno,jalapenos,vegan,2.62,conventional,fresh,
okra,okra,okra,vegan,2.62,conventional,fresh,
yellow bell pepper,yellow bell pepper,yellow bell pepper,vegan,2.62,conventional,fresh,
kiwi,kiwi,kiwis,vegan,0.594,conventional,fresh,
lemon,lemon,lemons,vegan,0.409,conventional,fresh,
lime,lime,limes,vegan,0.409,conventional,fresh,
corn kernel,corn kernel,corn kernel,vegan,1.41,conventional,fresh,
corn kernel,corn kernel,corn kernel,vegan,1.52,organic,fresh,
corn kernel,corn kernel,corn kernel,vegan,1.03,Swiss integrated production,fresh,
clementine,clementine,clementines,vegan,0.713,conventional,fresh,
mandarine,mandarine,mandarines,vegan,0.713,conventional,fresh,
tangerine,tangerine,tangerines,vegan,0.713,conventional,fresh,
bitter melon,bitter melon,bitter melons,vegan,0.226,conventional,fresh,
cantaloupe,cantaloupe,cantaloupes,vegan,0.226,conventional,fresh,
honeydew,honeydew,honeydews,vegan,0.226,conventional,fresh,
melon,melon,melons,vegan,0.226,conventional,fresh,
oat,oat,oats,vegan,0.728,conventional,fresh,
green onion,green onion,green onions,vegan,0.449,conventional,fresh,
onion,onion,onions,vegan,0.449,conventional,fresh,
red onion,red onion,red onions,vegan,0.449,conventional,fresh,
scallion,scallion,scallions,vegan,0.449,conventional,fresh,
shallot,shallot,shallots,vegan,0.449,conventional,fresh,
spring onion,spring onion,spring onions,vegan,0.449,conventional,fresh,
blood orange,blood orange,blood oranges,vegan,0.307,conventional,fresh,
kumquat,kumquat,kumquats,vegan,0.307,conventional,fresh,
orange,orange,oranges,vegan,0.307,conventional,fresh,fresh
papaya,papaya,papayas,vegan,0.267,conventional,fresh,
Paris market carrot,Paris market carrot,paris market carrots,vegan,0.192,conventional,fresh,
nectarine,nectarine,nectarines,vegan,0.591,conventional,fresh,
peanut,peanut,peanuts,vegan,1.53,conventional,fresh,
pear,pear,pears,vegan,0.606,conventional,fresh,
potato,potato,potatoes,vegan,0.328,conventional,fresh,
potato,potato,potatoes,vegan,0.233,organic,fresh,
potato,potato,potatoes,vegan,0.0888,Swiss integrated production,fresh,
blackcurrant,blackcurrant,blackcurrants,vegan,0.632,conventional,fresh,
boysenberry,boysenberry,boysenberries,vegan,0.632,conventional,fresh,
cloudberry,cloudberry,cloudberries,vegan,0.632,conventional,fresh,
cranberry,cranberry,cranberries,vegan,0.632,conventional,fresh,
currant,currant,currants,vegan,0.632,conventional,fresh,
elderberry,elderberry,elderberries,vegan,0.632,conventional,fresh,
goji berry,goji berry,goji berries,vegan,0.632,conventional,fresh,
jostaberry,jostaberry,jostaberries,vegan,0.632,conventional,fresh,
juniper berry,juniper berry,juniper berries,vegan,0.632,conventional,fresh,
marionberry,marionberry,marionberries,vegan,0.632,conventional,fresh,
mulberry,mulberry,mulberries,vegan,0.632,conventional,fresh,
pineberry,pineberry,pineberries,vegan,0.632,conventional,fresh,
redcurrant,redcurrant,redcurrants,vegan,0.632,conventional,fresh,
salal berry,salal berry,salal berries,vegan,0.632,conventional,fresh,
salmonberry,salmonberry,salmonberries,vegan,0.632,conventional,fresh,
white currant,white currant,white currants,vegan,0.632,conventional,fresh,
tilapia,tilapia,tilapia,meat,5.54,conventional,fresh,
trout,trout,trouts,meat,1.93,conventional,fresh,
zucchini,zucchini,zuchini,vegan,0.286,conventional,fresh,
beet,beet,beets,,,,,
pickle,pickle,pickles,,,,,
Berry,Berry,Berries,,,,,
beans,beans,northern beans,vegan,1.21,conventional,canned,canned
beans,beans,white beans,vegan,1.21,conventional,canned,canned
beans,beans,northern beans,vegan,0.711,organic,fresh,
beans,beans,white beans,vegan,0.711,organic,fresh,
beans,beans,northern beans,vegan,0.537,Swiss integrated production,fresh,
beans,beans,white beans,vegan,0.537,Swiss integrated production,fresh,
spice,spice,seasoning,vegan,0.652,conventional,fresh,fresh
brussel sprouts,brussel sprouts,brussels sprouts,vegan,0.59,conventional,frozen,frozen
brussel sprouts,brussel sprouts,brussels sprouts,vegan,0.28,conventional,fresh,
plum,plum,prune,vegan,0.22,conventional,fresh,
baking soda,baking soda,bicarbonate soda,vegan,1.249,conventional,fresh,
balsamic vinegar,balsamic vinegar,balsamic vinaigrette,vegan,1.474,conventional,fresh,
barbecue sauce,barbecue sauce,barbeque sauce,meat,0.983,conventional,fresh,
barbecue sauce,barbecue sauce,bbq sauce,meat,0.983,conventional,fresh,
barbecue sauce,barbecue sauce,steak sauce,meat,0.983,conventional,fresh,
bay leaf,bay leaf,bay leaves,vegan,0.602,conventional,fresh,
chili,chili,chilli,vegan,0.681,conventional,fresh,
chili,chili,chile,vegan,0.681,conventional,fresh,
chili,chili,serrano chile,vegan,0.681,conventional,fresh,
cilantro,cilantro,coriander,vegan,0.656,conventional,fresh,
cumin,cumin,caraway,vegan,0.652,conventional,fresh,
turmeric,turmeric,curcuma,vegan,0.652,conventional,fresh,
turmeric,turmeric,turmeric powder,vegan,0.652,conventional,fresh,
curry,curry,masala,vegan,0.652,conventional,fresh,
gelatin,gelatin,Agar,vegetarian,0.652,conventional,fresh,
herbs,herbs,herbes,vegan,0.652,conventional,fresh,
mayonnaise,mayonnaise,mayonaise,vegetarian,1.914,conventional,fresh,
