en_key,lang_key,ref,type,co2,classification,attribute,variety
linseed,Leinsamen,Leinsamen,vegan,1.17,conventional,fresh,
baby corn,Babymais,Babymais,vegan,0.56,conventional,fresh,
corn,Mais,Mais,vegan,0.56,conventional,fresh,
corn,Mais,Mais,vegan,0.528,organic,fresh,
corn,Mais,Mais,vegan,0.354,Swiss integrated production,fresh,
corn kernel,Maiskörner,Maiskörner,vegan,1.41,conventional,fresh,
corn kernel,Maiskörner,Maiskörner,vegan,1.52,organic,fresh,
corn kernel,Maiskörner,Maiskörner,vegan,1.03,Swiss integrated production,fresh,
cornstarch,Maisstärke,Maisstärke,vegan,0.928,conventional,fresh,
clementine,Clementine,Clementine,vegan,0.713,conventional,fresh,
mandarine,Mandarine,Mandarine,vegan,0.713,conventional,fresh,
tangerine,Tangerine,Tangerine,vegan,0.713,conventional,fresh,
bitter melon,Bittermelone,Bittermelone,vegan,0.226,conventional,fresh,
cantaloupe,Cantaloupe Melone,Cantaloupe Melone,vegan,0.226,conventional,fresh,
honeydew,Honigmelone,Honigmelone,vegan,0.226,conventional,fresh,
melon,Melone,Melone,vegan,0.226,conventional,fresh,
catnip,Katzenminze,Katzenminze,vegan,0.406,conventional,fresh,
mint,Minze,Minze,vegan,0.406,conventional,fresh,
peppermint,Pfefferminze,Pfefferminze,vegan,0.406,conventional,fresh,
spearmint,grüne Minze,grüne Minze,vegan,0.406,conventional,fresh,
oat,Haferflocken,Haferflocken,vegan,0.728,conventional,fresh,
green olives,grüne Oliven,grüne Oliven,vegan,0.438,conventional,fresh,
kalamata olives,Kalamata Oliven,Kalamata Oliven,vegan,0.438,conventional,fresh,
olives,Oliven,Oliven,vegan,0.438,conventional,fresh,
garlic,Knoblauch,Knoblauch,vegan,0.449,conventional,fresh,
green onion,grüne Zwiebel,grüne Zwiebel,vegan,0.449,conventional,fresh,
onion,Zwiebel,Zwiebel,vegan,0.449,conventional,fresh,
red onion,rote Zwiebel,rote Zwiebel,vegan,0.449,conventional,fresh,
scallion,Frühlingszwiebel,Frühlingszwiebel,vegan,0.449,conventional,fresh,
shallot,Schalotte,Schalotte,vegan,0.449,conventional,fresh,
spring onion,Lauchzwiebel,Lauchzwiebel,vegan,0.449,conventional,fresh,
blood orange,Blutorange,Blutorange,vegan,0.307,conventional,fresh,
kumquat,Kumquat,Kumquat,vegan,0.307,conventional,fresh,
orange,Orange,Orange,vegan,0.307,conventional,fresh,fresh
orange peel,Orangenschale,Orangenschale,vegan,0.307,conventional,fresh,
palm fruit,Palmfrucht,Palmfrucht,vegan,0.932,conventional,fresh,Malaysia
palm fruit,Palmfrucht,Palmfrucht,vegan,0.35,conventional,fresh,Rest of World
palm kernel oil,Palmkernöl,Palmkernöl,vegan,2.95,conventional,fresh,crude
palm oil,Palmöl,Palmöl,vegan,2.4,conventional,fresh,crude
palm oil,Palmöl,Palmöl,vegan,2.67,conventional,fresh,refined
papaya,Papaya,Papaya,vegan,0.267,conventional,fresh,
Paris market carrot,"Karotte ""Pariser Markt""","Karotte ""Pariser Markt""",vegan,0.192,conventional,fresh,
nectarine,Nektarine,Nektarine,vegan,0.591,conventional,fresh,
peach,Pfirsich,Pfirsich,vegan,0.591,conventional,fresh,
peanut,Erdnuss,Erdnuss,vegan,1.53,conventional,fresh,
pear,Birne,Birne,vegan,0.606,conventional,fresh,
pineapple,Ananas,Ananas,vegan,0.196,conventional,fresh,
potato,Kartoffel,Kartoffel,vegan,0.328,conventional,fresh,
russet potato,Russet Kartoffel,Russet Kartoffel,vegan,0.328,conventional,fresh,
potato starch,Kartoffelstärke,Kartoffelstärke,vegan,0.68,conventional,fresh,
potato,Kartoffel,Kartoffel,vegan,0.233,organic,fresh,
russet potato,Russet Kartoffel,Russet Kartoffel,vegan,0.233,organic,fresh,
potato,Kartoffel,Kartoffel,vegan,0.0888,Swiss integrated production,fresh,
russet potato,Russet Kartoffel,Russet Kartoffel,vegan,0.0888,Swiss integrated production,fresh,
baby peas,Babyerbsen,Babyerbsen,vegan,0.403,conventional,fresh,
chickpea,Kichererbse,Kichererbse,vegan,0.403,conventional,fresh,
peas,Erbsen,Erbsen,vegan,0.403,conventional,fresh,
split peas,gelbe Erbsen,gelbe Erbsen,vegan,0.403,conventional,fresh,
sugar snap peas,Kefe,Kefe,vegan,0.403,conventional,fresh,
peas,Erbsen,Erbsen,vegan,0.744,organic,fresh,
split peas,gelbe Erbsen,gelbe Erbsen,vegan,0.744,organic,fresh,
sugar snap peas,Kefen,Kefen,vegan,0.744,organic,fresh,
peas,Erbsen,Erbsen,vegan,0.444,Swiss integrated production,fresh,
split peas,gelbe Erbsen,gelbe Erbsen,vegan,0.444,Swiss integrated production,fresh,
sugar snap peas,Kefen,Kefen,vegan,0.444,Swiss integrated production,fresh,
horseradish,Meerrettich,Meerrettich,vegan,7.88,conventional,fresh,
radish,Rettich,Rettich,vegan,7.88,conventional,fresh,
white radish,weisser Rettich,weisser Rettich,vegan,7.88,conventional,fresh,
rape oil,Rapsöl,Rapsöl,vegan,1.66,conventional,fresh,Switzerland
rape oil,Rapsöl,Rapsöl,vegan,1.8,conventional,fresh,Rest of World
red meat,rotes Fleisch,rotes Fleisch,meat,14.3,conventional,fresh,
basmati rice,Basmati,Basmati,vegan,1.63,conventional,fresh,
brown rice,brauner Reis,brauner Reis,vegan,1.63,conventional,fresh,
rice,Reis,Reis,vegan,1.63,conventional,fresh,
wild rice,Wildreis,Wildreis,vegan,1.63,conventional,fresh,
risotto,Risotto,Risotto,vagan,1.63,conventional,fresh,
rye,Roggen,Roggen,vegan,0.718,conventional,fresh,
rye,Roggen,Roggen,vegan,0.362,organic,fresh,
rye,Roggen,Roggen,vegan,0.33,Swiss integrated production,fresh,
lamb,Lamm,Lamm,meat,8.78,conventional,fresh,
skimmed milk,entrahmte Milch,entrahmte Milch,vegetarian,1.25,conventional,fresh,
soybeans,Sojabohnen,Sojabohnen,vegan,3.76,conventional,fresh,
soybean drink,Sojadrink,Sojadrink,vegan,0.333,conventional,fresh,
soybean oil,Sojaöl,Sojaöl,vegan,5.98,conventional,fresh,crude
soybean oil,Sojaöl,Sojaöl,vegan,6.42,conventional,fresh,refined
soybeans,Sojabohnen,Sojabohnen,vegan,0.774,organic,fresh,
soybeans,Sojabohnen,Sojabohnen,vegan,0.884,Swiss integrated production,fresh,
baby spinach,Babyspinat,Babyspinat,vegan,0.197,conventional,fresh,
new zealand spinach,neuseeländischer Spinat,neuseeländischer Spinat,vegan,0.197,conventional,fresh,
spinach,Spinat,Spinat,vegan,0.197,conventional,fresh,
blackcurrant,schwarze Johannisbeere,schwarze Johannisbeere,vegan,0.632,conventional,fresh,
boysenberry,Boysenbeere,Boysenbeere,vegan,0.632,conventional,fresh,
cloudberry,Moltebeere,Moltebeere,vegan,0.632,conventional,fresh,
cranberry,Preiselbeere,Preiselbeere,vegan,0.632,conventional,fresh,
currant,Johannisbeere,Johannisbeere,vegan,0.632,conventional,fresh,
elderberry,Holunderbeere,Holunderbeere,vegan,0.632,conventional,fresh,
goji berry,Gojibeere,Gojibeere,vegan,0.632,conventional,fresh,
jostaberry,Jostabeere,Jostabeere,vegan,0.632,conventional,fresh,
juniper berry,Wacholderbeere,Wacholderbeere,vegan,0.632,conventional,fresh,
marionberry,Marionbeere,Marionbeere,vegan,0.632,conventional,fresh,
miracle fruit,Wunderbeere,Wunderbeere,vegan,0.632,conventional,fresh,
mulberry,Maulbeere,Maulbeere,vegan,0.632,conventional,fresh,
pineberry,Ananaserdbeere,Ananaserdbeere,vegan,0.632,conventional,fresh,
redcurrant,Johannisbeere,Johannisbeere,vegan,0.632,conventional,fresh,
salal berry,Salalbeere,Salalbeere,vegan,0.632,conventional,fresh,
salmonberry,Pracht Himbeere,Pracht Himbeere,vegan,0.632,conventional,fresh,
strawberry,Erdbeere,Erdbeere,vegan,0.632,conventional,fresh,
wheat,Weizen,Weizen,vegan,0.632,conventional,fresh,
white currant,weisse Johannisbeere,weisse Johannisbeere,vegan,0.632,conventional,fresh,
granulated sugar,granulierter Zucker,granulierter Zucker,vegan,0.568,conventional,fresh,sugar beet
sugar,Zucker,Zucker,vegan,0.568,conventional,fresh,sugar beet
brown sugar,brauner Zucker,brauner Zucker,vegan,1.13,conventional,fresh,sugarcane
granulated sugar,granulierter Zucker,granulierter Zucker,vegan,1.1872999999999998,conventional,fresh,sugarcane
sunflower seeds,Sonnenblumenkerne,Sonnenblumenkerne,vegan,1.42,conventional,fresh,
sunflower seeds,Sonnenblumenkerne,Sonnenblumenkerne,vegan,0.668,Swiss integrated production,fresh,
sweetcorn,Zuckermais,Zuckermais,vegan,0.284,conventional,fresh,
sweet sorghum grain,Körner des süssen Sorghum,Körner des süssen Sorghum,vegan,0.283,conventional,fresh,
sweet sorghum stem,Stiel des süssen Sorghum,Stiel des süssen Sorghum,vegan,0.0327,conventional,fresh,
pork,Schwein,Schwein,meat,8.21,conventional,fresh,
ice,Eis,Eis,vegan,0.000176,conventional,fresh,
tap water,Leitungswasser,Leitungswasser,vegan,0.000176,conventional,fresh,
water,Wasser,Wasser,vegan,0.000176,conventional,fresh,
tilapia,Tilapia,Tilapia,meat,5.54,conventional,fresh,
tofu,Tofu,Tofu,vegan,1.13,conventional,fresh,
tomato,Tomate,Tomate,vegan,0.505,conventional,fresh,
trout,Forelle,Forelle,meat,1.93,conventional,fresh,
vanilla,Vanille,Vanille,vegan,13.4,conventional,fresh,
whey,Molke,Molke,vegetarian,0.161,conventional,fresh,
white asparagus,weisser Spargel,weisser Spargel,vegan,1.03,conventional,fresh,
yogurt,Joghurt,Joghurt,vegetarian,2.2,conventional,fresh,
zucchini,Zucchini,Zucchini,vegan,0.286,conventional,fresh,
salt and pepper,Salz und Pfeffer,Salz und Pfeffer,vegan,2.949,conventional,fresh,
oil,Öl,Öl,vegan,2.4,conventional,fresh,
capers,Kapern,Kapern,vegan,0.5,conventional,glass,
worcester,Worcester,Worcester,,,,,
raisin,Rosine,Rosine,,0.449,,,
shortening,fett,fett,,1.7,,,
condensed milk,Kondensmilch,Kondensmilch,,,,,
maple syrup,Ahornsirup,Ahornsirup,,,,,
molasses,Melasse,Melasse,,,,,
mushroom soup,Pilz Suppe,Pilz Suppe,,,,,
salsa,Salsa,Salsa,,,,,
vodka,Wodka,Wodka,vegan,2.07,conventional,fresh,
hot sauce,hot sauce,hot sauce,,,,,
sherry,Sherry,Sherry,vegan,2.07,conventional,fresh,
gin,Gin,Gin,vegan,2.07,conventional,fresh,
turkey,Truthahn,Truthahn,,,,,
baking mix,Backmischung,Backmischung,,,,,
marshmallow,marshmallow,marshmallow,,,,,
rhubarb,Rhabarber,Rhabarber,,,,,
food coloring,Lebensmittelfarbe,Lebensmittelfarbe,,,,,
tahini,Tahini,Tahini,,,,,
bourbon,Bourbon,Bourbon,vegan,2.07,conventional,fresh,
beet,Rübe,Rübe,,,,,
hoisin,Hoisin,Hoisin,,,,,
mirin,Mirin,Mirin,,,,,
oyster sauce,Austernsauce,Austernsauce,,,,,
vegetables,Gemüse,Gemüse,vegan,0.5,conventional,fresh,
club soda,Sprudelwasser,Sprudelwasser,,,,,
tomatillos,tomatillos,tomatillos,,,,,
tequila,Tequila,Tequila,vegan,2.07,conventional,fresh,
syrup,Syrup,Syrup,,,,,
chinese five spice powder,chinesisch Fünf Gewürze Pulver,chinesisch Fünf Gewürze Pulver,,,,,
sriracha,Sriracha,Sriracha,,,,,
vermouth,Wermut,Wermut,vegan,2.07,conventional,fresh,
bean sprouts,Bohnensprossen,Bohnensprossen,,,,,
sauerkraut,Sauerkraut,Sauerkraut,,,,,
teriyaki,Teriyaki,Teriyaki,,,,,
marinara,Marinara,Marinara,,,,,
prosciutto,Prosciutto,Prosciutto,,,,,
salad dressing,Salatsosse,Salatsosse,,,,,
pesto,Pesto,Pesto,,,,,
lard,Schmalz,Schmalz,,,,,
angostura bitters,Angostura,Angostura,,,,,
xanthan gum,Xanthangummi,Xanthangummi,,,,,
sake,Sake,Sake,,,,,
pie shell,Tortenboden,Tortenboden,,,,,
turnip,Steckrübe,Steckrübe,,,,,
triple sec,triple sec,triple sec,vegan,2.07,conventional,fresh,
ranch dressing,Ranch Dressing,Ranch Dressing,,,,,
pomegranate seeds,Ranch Dressing,Ranch Dressing,,,,,
tomatoes sauce,Tomaten Sauce,Tomaten Sauce,,,,,
cooking oil,Speiseöl,Speiseöl,,,,,
cracker,Keks,Keks,,,,,
pie crust,Kuchenkruste,Kuchenkruste,,,,,
creole,creole,creole,,,,,
grenadine,grenadine,grenadine,,,,,
crescent rolls,Hörnchen,Hörnchen,,,,,
amaretto,Amaretto,Amaretto,vegan,2.07,conventional,fresh,
jicama,jicama,jicama,,,,,
pomegranate juice,Granatapfelsaft,Granatapfelsaft,,,,,
parsnip,Pastinake,Pastinake,,,,,
biscuit dough,Plätzchenteig,Plätzchenteig,,,,,
alfredo sauce,Alfredo Sauce,Alfredo Sauce,,,,,
grenadine syrup,Grenadine sirup,Grenadine sirup,,,,,
baby greens,Baby Greens,Baby Greens,,,,,
miso,Miso,Miso,,,,,
allspice,Piment,Piment,,,,,
nuts,Nüsse,Nüsse,,2.0,,,
caramel,Karamell,Karamell,,,,,
tabasco,Tabasco,Tabasco,,,,,
matzo meal,Matzen Mahlzeit,Matzen Mahlzeit,,,,,
stevia,Stevia,Stevia,,,,,
pizza dough,Pizzateig,Pizzateig,,,,,
monosodium glutamate,Natriumglutamat,Natriumglutamat,,,,,
enchilada sauce,Enchilada Sauce,Enchilada Sauce,,,,,
poblano chile,poblano chile,poblano chile,,,,,
phyllo dough,Filo Teig,Filo Teig,,,,,
polenta,Polenta,Polenta,,,,,
tapioca,Tapioka,Tapioka,,,,,
muffins,Muffins,Muffins,,,,,
spicy sauce,pikante Sauce,pikante Sauce,,,,,
buffalo wing sauce,Büffel wing Sauce,Büffel wing Sauce,,,,,
coleslaw,Krautsalat,Krautsalat,,,,,
fruit cocktail,Fruchtcocktail,Fruchtcocktail,,,,,
kimchi,Kimchi,Kimchi,,,,,
tamarind,Tamarinde,Tamarinde,,,,,
cointreau,Cointreau,Cointreau,,,,,
asafoetida powder,asafoetida Pulver,asafoetida Pulver,,,,,
guacamole,Guacamole,Guacamole,,,,,
campari,Campari,Campari,vegan,2.07,conventional,fresh,
fish broth,Fischbrühe,Fischbrühe,,1.5,,,
arrowroot,Arrowroot,Arrowroot,,,,,
sourdough,Sauerteig,Sauerteig,,,,,
croutons,Croutons,Croutons,,,,,
liquid smoke,flüssiger Rauch,flüssiger Rauch,,,,,
grand marnier,Grand Marnier,Grand Marnier,,,,,
sweet and sour mix,süss und sauer Mix,süss und sauer Mix,,,,,
egg roll wrappers,Frühlingsrolle Wrapper,Frühlingsrolle Wrapper,,,,,
granola,Granola,Granola,,,,,
squid,Tintenfisch,Tintenfisch,,,,,
masa harina,masa harina,masa harina,,,,,
pernod,Pernod,Pernod,,,,,
lobster,Hummer,Hummer,,,,,
salsa verde,Salsa Verde,Salsa Verde,,,,,
orzo,orzo,orzo,,,,,
browning sauce,Bräunungs Sauce,Bräunungs Sauce,,,,,
salami,Salami,Salami,,,,,
creme de cacao,Kakao Creme,Kakao Creme,,,,,
farro,farro,farro,,,,,
radicchio,Radicchio,Radicchio,,,,,
rutabagas,rutabagas,rutabagas,,,,,
hominy,hominy,hominy,,,,,
wheat gluten,Weizengluten,Weizengluten,,,,,
fenugreek seeds,Bockshornkleesamen,Bockshornkleesamen,,,,,
rice wine,Reis Wein,Reis Wein,,,,,
safflower oil,Distelöl,Distelöl,,,,,
black eyed peas,Black Eyed Peas,Black Eyed Peas,,,,,
harissa,Harissa,Harissa,,,,,
truffle oil,Trüffelöl,Trüffelöl,,,,,
truffle,Trüffel,Trüffel,,,,,
grape jelly,Traubengelee,Traubengelee,,,,,
nori,Nori,Nori,,,,,
fruit pectin,Fruchtpektin,Fruchtpektin,,,,,
hemp seeds,Hanfsamen,Hanfsamen,,,,,
golden syrup,goldener Sirup,goldener Sirup,,,,,
edamame,Edamame,Edamame,,,,,
bitters,Bitter,Bitter,,,,,
dry ranch dressing mix,Trocken Ranch Dressing mischen,Trocken Ranch Dressing mischen,,,,,
kaiser rolls,Kaiser rolls,Kaiser rolls,,,,,
za atar,Za'atar,Za'atar,,,,,
pomegranate,Granatapfel,Granatapfel,,,,,
sumac,Sumach,Sumach,,,,,
toffee baking bits,Toffee Back Bits,Toffee Back Bits,,,,,
hummus,Hummus,Hummus,,,,,
snapper,Snapper,Snapper,,,,,
sambal oelek,Sambal Oelek,Sambal Oelek,,,,,
pickle,Essiggurke,Essiggurke,,,,,
creme de cassis,Creme de Cassis,Creme de Cassis,,,,,
italian dressing,italienisches Dressing,italienisches Dressing,,,,,
tortilla chips,Tortillachips,Tortillachips,,,,,
luncheon,luncheon,luncheon,,,,,
bamboo shoot,Bambussprosse,Bambussprosse,,,,,
sparkling wine,Sekt,Sekt,,,,,
sumac,Sumach,Sumach,,,,,
feta,Feta,Feta,,,,,
apple cider,Apfelwein,Apfelwein,,,,,
pineapple juice,Ananassaft,Ananassaft,,,,,
ajvar,Ajvar,Ajvar,,,,,
seaweed,Algen,Algen,,,,,
amarant,amarant,amarant,,,,,
aroma,Aroma,Aroma,,,,,
aroma,Aromat,Aromat,,,,,
vegetable oil,Pflanzenöl,Pflanzenöl,vegan,2.4,conventional,fresh,
semolina,Griess,Griess,,,,,
glaze,Glasur,Glasur,,,,,
biskuits,Biskuits,Biskuits,,,,,
Nutella,Nutella,Nutella,,,,,
jam,Marmelade,Marmelade,,,,,
marzipan,Marzipan,Marzipan,,,,,
sweetener,Süssstoff,Süssstoff,,,,,
confectionery,Konfekt,Konfekt,,,,,
cress,Kresse,Kresse,,,,,
chanterelles,pfifferlinge,pfifferlinge,,,,,
schnapps,schnaps,schnaps,,,,,
jelly,gelee,gelee,,,,,
nougat,nougat,nougat,,,,,
candied peel,zitronat,zitronat,,,,,
syrup,Sirup,Sirup,,,,,
lovage,Liebstockel,Liebstockel,,,,,
Berry,Beere,Beere,,,,,
spaetzle,Spätzle,Spätzle,,,,,
miracel whip,Miracel whip,Miracel whip,,,,,
spelled wholemeal flour,Dinkelvollkornmehl,Dinkelvollkornmehl,,,,,
tortellini,Tortellini,Tortellini,,,,,
dough,Teig,Teig,,,,,
Fondor,Fondor,Fondor,,,,,
cornflakes,Cornflakes,Cornflakes,,,,,
pudding powder,Puddingpulver,Puddingpulver,,,,,
Sweets,Süssigkeiten,Süssigkeiten,,,,,
hollandaise sauce,Sauce Hollandaise,Sauce Hollandaise,,,,,
oblate,Oblaten,Oblaten,,,,,
zwieback,Zwieback,Zwieback,,,,,
tortilla,Tortilla,Tortilla,,,,,
cherry juice,Kirschsaft,Kirschsaft,,,,,
cabanossi,Cabanossi,Cabanossi,,,,,
baileys,Baileys,Baileys,,,,,
mett,Mett,Mett,,,,,
calvados,Calvados,Calvados,,,,,
buckwheat,Buchweizen,Buchweizen,,,,,
fruit,Früchte,Früchte,,0.43,,,
maultaschen,Maultaschen,Maultaschen,,,,,
rabbit,Hase,Hase,,,,,
maggi,Maggi,Maggi,,,,,
remoulade,Remoulade,Remoulade,,,,,
quince,Quitte,Quitte,,,,,
spelt,Dinkel,Dinkel,,,,,
duck,Ente,Ente,,,,,
goose,Gans,Gans,,,,,
brittle,Krokant,Krokant,,,,,
lemonade,Limonade,Limonade,,,,,
black salsify,Schwarzwurzel,Schwarzwurzel,,,,,
milk powder,Milchpulver,Milchpulver,,,,,
taco sauce,Taco Sauce,Taco Sauce,,,,,
cocktail sauce,Cocktail Sauce,Cocktail Sauce,,,,,
broth,Brühe,Brühe,,1.5,,,
char,Saibling,Saibling,,,,,
annatto,Annatto,Annatto,,,,,
caviar,Kaviar,Kaviar,,,,,
adobo sauce,Adobo Sauce,Adobo Sauce,,,,,
spread,Brotaufstrich,Brotaufstrich,,,,,
hazelnut milk,Haselnussmilch,Haselnussmilch,,,,,
almond milk,Mandelmilch,Mandelmilch,,,,,
cracker,Cracker,Cracker,,,,,
persimmon,Kaki,Kaki,,,,,
rose petals,Rosenblätter,Rosenblätter,,,,,
lavender,Lavendel,Lavendel,,,,,
alfalfa,Alfalfa,Alfalfa,,,,,
mushroom,Champignon,Champignons,vegan,2.55,conventional,canned,canned
mushroom,Champignon,Champignons,vegan,2.55,conventional,canned,canned
mushroom,Champignon,Champignons,vegan,1.31,conventional,fresh,
mushroom,Champignon,Champignons,vegan,1.31,conventional,fresh,
tomato,Tomate,Tomaten,vegan,1.87,conventional,canned,canned
tomato,Tomate,Tomaten,vegan,0.505,conventional,fresh,
chickpea,Kichererbse,Kichererbsen,vegan,1.25,conventional,canned,canned
chickpea,Kichererbse,Kichererbsen,vegan,0.403,conventional,fresh,
pineapple,Ananas,Ananas,vegan,1.71,conventional,canned,canned
pineapple,Ananas,Ananas,vegan,0.196,conventional,fresh,
apricot,Aprikose,Aprikosen,vegan,1.7,conventional,canned,canned
apricot,Aprikose,Aprikosen,vegan,0.314,conventional,fresh,
peach,Pfirsich,Pfirsiche,vegan,1.52,conventional,canned,canned
peach,Pfirsich,Pfirsiche,vegan,0.591,conventional,fresh,
date,Dattel,Datteln,vegan,4.22,organic,dried,dried
date,Dattel,Datteln,vegan,3.01,conventional,dried,dried
date,Dattel,Datteln,vegan,3.56,organic,fresh,fresh
spice,Gewürz,Gewürze,vegan,0.652,conventional,fresh,fresh
beetroot,rote Beete,rote Beeten,vegan,0.32,conventional,fresh,fresh
beetroot,rote Beete,rote Beeten,vegan,1.36,conventional,glass,glass
crab,Krabbe,Krabben,meat,12.59,conventional,frozen,frozen
langostino,Langostino,Langostinos,meat,12.59,conventional,frozen,frozen
shrimp,Garnele,Garnelen,meat,12.59,conventional,frozen,frozen
strawberry,Erdbeere,Erdbeeren,vegan,0.71,conventional,frozen,frozen
strawberry,Erdbeere,Erdbeeren,vegan,0.632,conventional,fresh,
blueberry,Heidelbeere,Heidelbeeren,vegan,0.64,conventional,frozen,frozen
blueberry,Heidelbeere,Heidelbeeren,vegan,0.64,conventional,frozen,frozen
blueberry,Heidelbeere,Heidelbeeren,vegan,0.64,conventional,frozen,frozen
blueberry,Heidelbeere,Heidelbeeren,vegan,0.54,conventional,fresh,
blueberry,Heidelbeere,Heidelbeeren,vegan,0.54,conventional,fresh,
blueberry,Heidelbeere,Heidelbeeren,vegan,0.54,conventional,fresh,
raspberry,Himbeere,Himbeeren,vegan,0.66,conventional,frozen,frozen
raspberry,Himbeere,Himbeeren,vegan,1.2,conventional,fresh,
plum,Pflaume,Pflaumen,vegan,0.22,conventional,fresh,
burger bun,Burgerbrötchen,Burgerbrötchen,vegetarian,0.61,conventional,fresh,
pecan,Pecannuss,Pecannüsse,vegan,2.678,conventional,fresh,
clam,Muschel,Muscheln,meat,6.29,conventional,fresh,
clam,Muschel,Muscheln,meat,6.29,conventional,fresh,
mussel,Muschel,Muscheln,meat,6.29,conventional,fresh,
mussel,Muschel,Muscheln,meat,6.29,conventional,fresh,
cockle,Herzmuschel,Herzmuscheln,meat,6.29,conventional,fresh,
oyster,Auster,Austern,meat,6.29,conventional,fresh,
scallop,Jakobsmuschel,Jakobsmuschel,meat,6.29,conventional,fresh,
egg,Ei,Eier,vegetarian,2.04,conventional,fresh,
sausage,Wurst,Würste,meat,3.62,conventional,fresh,
morel,Morchel,Morcheln,vegan,1.31,conventional,fresh,
porcini,Steinpilz,Steinpilze,vegan,1.31,conventional,fresh,
wild mushroom,Wildpilz,Wildpilze,vegan,1.31,conventional,fresh,
cherry tomato,Cherrytomate,Cherrytomaten,vegan,0.91,conventional,fresh,
banana squash,Bananenkürbis,Bananenkürbisse,vegan,0.21,conventional,fresh,
butternut squash,Butternusskürbis,Butternusskürbisse,vegan,0.21,conventional,fresh,
delicata squash,Delikata Kürbis,Delikata Kürbisse,vegan,0.21,conventional,fresh,
gem squash,Gem Squash Kürbis,Gem Squash Kürbisse,vegan,0.21,conventional,fresh,
hubbard squash,Riesenkürbis,Riesenkürbisse,vegan,0.21,conventional,fresh,
pumpkin,Kürbis,Kürbisse,vegan,0.21,conventional,fresh,
pumpkin,Kürbis,Kürbisse,vegan,0.21,conventional,fresh,
spaghetti squash,Spaghetti Kürbis,Spaghetti Kürbisse,vegan,0.21,conventional,fresh,
sweet potato,Süsskartoffel,Süsskartoffeln,vegan,0.41,conventional,fresh,
wholegrain bread bun,Vollkornbrötchen,Vollkornbrötchen,vegetarian,0.6,conventional,fresh,
wheat bread bun,Weissmehlbrötchen,Weissmehlbrötchen,vegetarian,0.62,conventional,fresh,
walnut,Walnuss,Walnüsse,vegan,0.95,conventional,fresh,
blackberry,Brombeere,Brombeeren,vegan,0.69,conventional,fresh,
fig,Feige,Feigen,vegan,0.89,conventional,fresh,
cherry,Kirsche,Kirschen,vegan,0.22,conventional,fresh,
honeyberry,Honigbeere,Honigbeeren,vegan,0.22,conventional,fresh,
jabuticaba,Baumstammkirsche,Baumstammkirschen,vegan,0.22,conventional,fresh,
surinam cherry,Surinamkirsche,Surinamkirschen,vegan,0.22,conventional,fresh,
mango,Mango,Mangos,vegan,1.73,conventional,fresh,
passion fruit,Passionsfrucht,Passionsfrüchte,vegan,2.3,conventional,fresh,
ackee,Akipflaume,Akipflaumen,vegan,0.22,conventional,fresh,
damson,Zwetschge,Zwetschgen,vegan,0.22,conventional,fresh,
japanese plum,japanische Pflaume,japanische Pflaumen,vegan,0.22,conventional,fresh,
gooseberry,Stachelbeere,Stachelbeeren,vegan,0.69,conventional,fresh,
watermelon,Wassermelone,Wassermelonen,vegan,0.35,conventional,fresh,
vegan sausage,vegane Wurst,vegane Würste,vegan,1.7,conventional,fresh,
chestnut,Kastanie,Kastanien,vegan,2.80979155,conventional,fresh,
hazelnut,Haselnuss,Haselnüsse,vegan,1.77688839,conventional,fresh,
pistachio,Pistazie,Pistazien,vegan,3.0648319,conventional,fresh,
artichoke,Artischocke,Artischocken,vegan,1.01155642,conventional,fresh,
Jerusalem artichoke,Jerusalem Artischocke,Jerusalem Artischocken,vegan,1.01155642,conventional,fresh,
endive,Endivie,Endivien,vegan,0.59248494,conventional,fresh,
almond,Mandel,Mandeln,vegan,2.25,conventional,fresh,
apple,Apfel,Äpfel,vegan,0.437,conventional,fresh,
crab apple,Holzapfel,Holzäpfel,vegan,0.437,conventional,fresh,
eggplant,Aubergine,Auberginen,vegan,4.59,conventional,fresh,
eggplant,Aubergine,Auberginen,vegan,4.59,conventional,fresh,
avocado,Avocado,Avocados,vegan,0.956,conventional,fresh,
banana,Banane,Bananen,vegan,0.395,conventional,fresh,
baby carrot,Babykarotte,Babykarotten,vegan,0.265,conventional,fresh,
carrot,Karotte,Karotten,vegan,0.265,conventional,fresh,
coconut,Kokosnuss,Kokosnüsse,vegan,0.912,conventional,fresh,
cucumber,Gurke,Gurken,vegan,3.38,conventional,fresh,
mung beans,Mungobohnen,Mungobohnen,vegan,0.711,conventional,fresh,
mung beans,Mungobohnen,Mungobohnen,vegan,0.537,Swiss integrated production,fresh,
barracuda,Pfeilhecht,Pfeilhechte,meat,0.55,conventional,fresh,
basa,Pangasius,Pangasiusse,meat,0.55,conventional,fresh,
bass,Barsch,Barsche,meat,0.55,conventional,fresh,
bass,Barsch,Barsche,meat,0.55,conventional,fresh,
perch,Barsch,Barsche,meat,0.55,conventional,fresh,
perch,Barsch,Barsche,meat,0.55,conventional,fresh,
black cod,Kohlenfisch,Kohlenfische,meat,0.55,conventional,fresh,
black cod,Kohlenfisch,Kohlenfische,meat,0.55,conventional,fresh,
blowfish,Kugelfisch,Kugelfische,meat,0.55,conventional,fresh,
brill,Glattbutt,Glattbutte,meat,0.55,conventional,fresh,
butter fish,Butterfisch,Butterfische,meat,0.55,conventional,fresh,
